ECONOMY,"1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"TPP (Trans-Pacific Partnership)",8099.278,7862.826,9156.404000000001,12309.161,11751.427,11249.197,11209.248,12857.773,14235.078,14966.865,13918.242,15802.9,16946.137,17591.805,18562.297,20318.996,23249.583,25689.309,29256.075,31107.858,36374.497,42437.54,49137.78,55961.61,66120.654,87308.01,121419.26,120247.71,144364.87,165829.09,195251.16,228893.84,289413.6,318894.42,304721.77,321961.21,368905.23,371776.01,396831.05,448154.26,527621.22,562039.8000000001,603517.702751,646536.177639,695944.256495,751471.939521,861206.632442,1003166.249593,1018806.326954,1063001.22326,1004327.828274,1099422.09642,1280032.866817,1152705.154905,1174757.430783,1316789.44874,1579479.77432,1766050.50359,1993238.31511,2202711.23796,2453107.84101,1879585.74037,2438125.566691,2808262.893419,2807571.374,2747062.563371,2763566.234629,2448060.814733,2442135.748897,2722853.305989,2970896.306914
"UNASUR (Union of South American Nations)",4915.623,4192.469,4821.601,5740.205,5155.746,5913.201,5850.324,5991.098,6449.208,6681.688,6173.17,6233.299,6509.487,6538.273,6834.407,7162.996,7729.767,8089.311,8507.357,9071.967000000001,9138.057000000001,10420.234,11659.567,11279.061,12842.199,19420.735,31293.517,27351.084,31763.398,37156.757,39463.475,52860.954,65597.542,69118.439,59570.814,58491.36,66547.704,64083.265,54364.514,60276,73008.63400000001,81104.188,86651.14900000001,84850.976,89467.967,92808.145,109299.187448,128044.998914,139443.029664,152228.528842,139496.611785,137735.16883,165746.135905,160344.618656,162161.130961,187595.331142,249665.53441,315471.887541,382736.215993,442568.467272,536365.8865030001,413019.4464,522498.377091,667582.036419,660347.7389999999,644022.096777,597765.4747040001,463569.471091,441670.495232,508380.621697,551745.834104
"WAEMU (West African Economic and Monetary Union)",227.812,266.592,292.446,270.649,272.434,305.56,382.537,347.114,382.63,396.901,365.704,323.771,339.406,387.461,388.447,427.363,522.6230000000001,504.396,573.3150000000001,577.946,701.923,712.918,799.9450000000001,774.6420000000001,975.6950000000001,1300.808,1984.197,1994.599,2525.082,3324.538,3481.599,4000.054,4884.46,3977.285,3593.958,3468.688,4187.151,4385.642,4992.504,4737.361,4334.774,4563.007,5201.954,4715.736,4903.81435,4607.75,5098.9007,6556.065,7254.9174,7016.217400000001,7425.3669,7302.9144,6663.6502,6963,8670.742,9849.544,11566.288,12661.217,14157.259,15016.019,18523.797,19267.753,20693.025812,24031.231101,23785.216833,24643.31371,26424.170143,23267.434348,22984.282482,25175.787971,26082.114467
"Africa",4354.538,4271.639,4433.288,5527.722,5461.165,5487.503,5883.147,6214.091,6594.322,6798.612,6545.656,6942.338,7335.355,7295.79131,7434.524954,9095.644184000001,9943.976084,10301.562884,11081.925484,11519.089684,13095.890384,14769.9633,16128.824784,17369.4003,19604.017,27859.226984,48442.451,44317.825984,50735.340984,59562.043,59571.662984,87184.24198399999,121377.948,99949.238,85135.03200000001,81920.268,82426.732,83538.28200000001,69003.489,78787.497,80971.37,88980.367,104877.0313,99340.63571,97134.90575000001,91564.68876000001,95715.3124,111690.90742,125197.9605,127042.93354,105240.0150085302,116517.5999970194,147904.534382,138830.849,144882.608,179346.412,239605.803,311126.906,370889.053,436704.596,562376.655,393528.83,521435.006261,610778.487071,639794.7300400001,590704.176654,561861.866742,388463.964005,356168.084536,421415.277633,478717.3119317149
"  Northern Africa",1308.315,1245.409,1246.198,1520.08,1370.577,1324.411,1354.561,1474.018,1491.999,1599.662,1595.38,1467.055,1626.5,1490.841,1407.341,2390.623,2725.444,2777.186,2993.253,3244.149,4163.604,4741.278,5096.636,5387.975,6382.27,8777.646000000001,17441.89,15772.723,18938.107,21956.032,21109.394,31750.547,44042.27,38742.15,34034.595,32493.298,31679.502,33146.063,23506.984,26069.814,26718.58,31306.358,36856.4,35621.77,32814.55,28917.51496,30935.8,35580.08,39705.59,40657.01352,32857.41,38200.391192,55121.367412,50445.51,50820.176,64564.896,84763.262,116779.807,141696.68,165741.911,218957.087,141942.974,177764.263,172771.005,204820.845,183831.50153,152764.476696,106985.748696,104444.162695,122810.502221,137853.193306
"  Sub-Saharan Africa",3046.223,3026.23,3187.09,4007.642,4090.588,4163.092,4528.586,4740.073,5102.323,5198.95,4950.276,5475.283,5708.855,5804.95031,6027.183954,6705.021184,7218.532084,7524.376884,8088.672484,8274.940683999999,8932.286384000001,10028.6853,11032.188784,11981.4253,13221.747,19081.580984,31000.561,28545.102984,31797.233984,37606.011,38462.268984,55433.694984,77335.678,61207.088,51100.437,49426.97,50747.23,50392.219,45496.505,52717.683,54252.79,57674.009,68020.63129999999,63718.86571,64320.35575,62647.1738,64779.5124,76110.82742,85492.37050000001,86385.92002000001,72382.6050085302,78317.2088050194,92783.16697000001,88385.33900000001,94062.432,114781.516,154842.541,194347.099,229192.373,270962.685,343419.568,251585.856,343670.743261,438007.482071,434973.88504,406872.675124,409097.390046,281478.215309,251723.921841,298604.775412,340864.118625715
"    Eastern Africa",685.347,619.376,669.7859999999999,906.912,1020.178,999.045,1135.212,1217.242,1308.57,1309.02,1237.297,1407.114,1497.07,1553.253,1636.159984,1850.342984,2039.644984,2102.258984,2244.696984,2181.871984,2313.899984,2671.365,2908.665984,3151.654,2982.122,4009.859984,4995.724,4293.940984,5027.737984,5741.725,5252.269984,6499.113984,7012.715,6511.016,6045.014,5413.041,5493.587,5253.302,6088.753,6194.686,6985.18,6936.203,7321.8118,6964.6982,6796.1791,7057.0459,8564.987499999999,9705.718000000001,10878.4525,10828.3502,10152.8905337662,9622.526789059401,9869.930022000001,10296.598,11242.844,12298.097,14613.122,16599.491,20511.318,23725.741,27234.69,24774.292,32412.143917,39361.616,41752.154,42815.592872,43762.44767,37477.405495,37271.047051,41182.818182,44004.728012
"    Middle Africa",419,430.8,521,719,706,755,781,850.624,932.0170000000001,828.3970000000001,781.028,845.888,835.415,671.769,771.741,952.608,886.014,890.55,1012.781,1077.527,1314.665,1529.619,1700.084,1665.546,1827.378,2685.322,4194.982,3573.699,3620.93,4314.328,4326.133,6303.664,8836.931000000001,7832.693,7634.301,7320.804,8284.374,8034.942,6204.579,7358.515,8368.865,9883.985000000001,11798.081,10528.90291,10446.9126,10455.357,9436.540999999999,11267.801,13398.528,13734.459,10776.724,12620.780828,17091.735,15810.909,18405.351,22443.925,31958.662,49462.799,61395.123,77731.11,110992.508,71364.17600000001,91610.242,118544.934,121950.417,116433.789,107362.070618,62104.680148,51840.445828,64458.100575,80050.07973100001
"    Southern Africa",1170.31,1155.83,1160.8,1402.83,1384.36,1396,1379.64,1566.88,1730.259,1904.48,1751.94,1952.18,2013.35,2169.899,2254.225,2406.389,2528.568,2610.719,2816.253,3086.044,3274.489,3444.469,3446.984,3607.389,4256.086,6269.726,9000.941999999999,9137.66,8220.156999999999,10268.531,13232.315,18985.506,27918.94,22576.26,19437.77,20331.13,18937.69,18060.42,20707.52,24579.17,25249.25,25733.17,27038.1801,26993.8298,27275.686,28032.176,29396.774,32431.004,34218.318,36364.386,30826.921,31694.33,35113.243,34281,34606.551,42666.943,54142.822,60541.619,67834.424,80529.571,91457.60799999999,70672.984,102743.707532,122185.45197,112864.393,111435.229446,108995.611476,93911.350896,90274.984366,101943.932914,107782.046953
"    Western Africa",771.566,820.2240000000001,835.504,978.9,980.05,1013.047,1232.734,1105.327,1131.477,1157.053,1180.011,1270.101,1363.02,1410.02931,1365.05797,1495.6812,1764.3051,1920.8489,2014.9415,1929.4977,2029.2324,2383.2323,2976.4548,3556.8363,4156.161,6116.673,12808.913,11539.803,14928.409,17281.427,15651.551,23645.411,33567.092,24287.119,17983.352,16361.995,18031.579,19043.555,12495.653,14585.312,13649.495,15120.651,21862.5584,19231.4348,19801.57805,17102.5949,17381.2099,22706.30442,26997.072,25458.72482,20626.069474764,24379.57118796,30708.258948,27996.832,29807.686,37372.551,54127.935,67743.19,79451.508,88976.26300000001,113734.762,84774.404,116904.649812,157915.480101,158406.92104,136188.063806,148977.260282,87984.77877,72337.444596,91019.92374100001,109027.263929715
"America",23054.272,21281.92,20197.904,26520.802,25873.228,25372.212,25799.997,27965.428,32295.59,35109.049,31228.649,31454.849,35195.711,36240.342,37545.949,40099.711,45553.734,47441.875,52162.965,55416.317,61016.27,67059.41099999999,77413.867,79162.235,89837.70600000001,125854.288,181586.75,188276.561,208979.211,226578.62,258757.458,329142.132463,405031.476306,432571.553842,396492.070863,390961.071938,432686.730377,419463.164,412470.848478,458652.4925,561916.795,621939.928,667380.8307000001,693755.3504,735240.9713,772380.1048925,868082.260348,1008128.3364399,1087339.7351269,1194283.898142,1182404.2612924,1239726.255544,1426862.79605,1342500.06240848,1302934.735235406,1388801.398924196,1613314.997267454,1848496.797957,2114394.177579,2356282.821698,2653910.332007,2077503.227375,2557985.875119,3045344.47749,3124756.188811,3156787.215264,3181046.662611,2836014.729407,2730364.907996,2963988.18947,3200422.485219951
"  Northern America",15860.91,15106.99,13021.678,17889.819,17845.97,16661.416,17067.376,18875.724,22502.083,24857.315,21657.953,22044.636,25464.471,26296.845,27207.258,29232.256,33753.903,35209.235,39422.623,41973.327,47274.557,51730.29,60108.201,62035.755,70444.425,97325.99400000001,134075.635,143060.099,157533.561,166861.36,194425.867,244857.477463,293528.531306,311663.611842,287871.042863,282597.307938,314465.084377,309969.36,317828.585478,352695.8,439966.59,486142.093,521758.5267,549312.8755,583040.2746,610304,678332.336,777382.939,827154,903951,896749.5,934582.2,1058864.5,989267,945861.4369206155,997916.6983501762,1132099.443074544,1262015.440519,1414576.651874,1569358.609116,1744434.674359,1372530.71928,1666376.697692,1934350.011,2001782.843,2038466.893,2097415.539841,1912966.49939,1841656.232383,1967688.164523,2114626.158558
"  Latin America and the Caribbean",7193.362,6174.93,7176.226,8630.983,8027.258,8710.796,8732.620999999999,9089.704,9793.507,10251.734,9570.696,9410.213,9731.24,9943.496999999999,10338.691,10867.455,11799.831,12232.64,12740.342,13442.99,13741.713,15329.121,17305.666,17126.48,19393.281,28528.294,47511.115,45216.462,51445.65,59717.26,64331.591,84284.655,111502.945,120907.942,108621.028,108363.764,118221.646,109493.804,94642.26300000001,105956.6925,121950.205,135797.835,145622.304,144442.4749,152200.6967,162076.1048925,189749.924348,230745.3974399,260185.7351269,290332.898142,285654.7612924,305144.055544,367998.29605,353233.06240848,357073.2983147901,390884.70057402,481215.55419291,586481.357438,699817.525705,786924.212582,909475.6576480001,704972.5080950001,891609.177427,1110994.46649,1122973.345811,1118320.322264,1083631.12277,923048.230017,888708.6756130001,996300.024947,1085796.326661951
"    Caribbean",1407.525,1297.385,1523.797,1890.324,1823.975,1802.853,1796.953,1872.921,2049.496,2338.204,2180.918,1959.346,1989.675,2092.197,2015.999,2077.069,2273.278,2161.157,2113.81,2276.702,2288.756,2380.15,3008.321,3094.341,3372.996,5018.025,10859.433,12290.092,12945.777,13968.902,14470.541,17352.987,22626.971,23729.951,20771.186,19646.984,18233.806,14421.907,13987.143,13802.608,13850.662,14873.28,13316.959,11798.3279,10696.2112,10252.0819,11424.6054,12988.5190259,13812.9464629,14552.0693,13594.6230074,14895.828714,19015.974645,18513.815697,15944.029652,18081.703181,21655.5707879,26755.891502,33397.672531,34918.594375,40777.179762,23922.016871,27245.612866,40277.765071,35016.866811,39213.699857,34617.131058,28186.002465,24312.097313,26610.164931,29059.6776919507
"    Central America",870.2140000000001,685.076,830.828,1000.454,1047.537,994.742,1085.344,1225.685,1294.803,1231.842,1216.608,1217.568,1232.078,1313.027,1488.285,1627.39,1796.786,1982.172,2119.175,2094.321,2314.9,2528.737,2637.778,2753.078,3178.086,4089.534,5358.165,5575.286,6736.475,8591.601000000001,10397.575,14070.714,23270.792,28054.702,28275.508,30218.42,33432.636,30977.182,26265.566,31860.8645,35065.529,39803.307,45637.506,47775.231,52024.4485,59002.5779925,69006.46150000001,89681.8195,106867.679,123487.6,132458.5265,152400.098,183149.1855,174295.62805548,178884.13770179,185062.66625102,209774.44899501,244103.578395,283553.637181,309277.150935,332162.591383,267891.044824,341695.18747,402954.665,427408.74,434914.52563,451058.303671,431105.996461,422464.493068,461112.468319,504710.814866
"    South America",4915.623,4192.469,4821.601,5740.205,5155.746,5913.201,5850.324,5991.098,6449.208,6681.688,6173.17,6233.299,6509.487,6538.273,6834.407,7162.996,7729.767,8089.311,8507.357,9071.967000000001,9138.057000000001,10420.234,11659.567,11279.061,12842.199,19420.735,31293.517,27351.084,31763.398,37156.757,39463.475,52860.954,65605.182,69123.289,59574.334,58498.36,66555.204,64094.715,54389.554,60293.22,73034.014,81121.24800000001,86667.83900000001,84868.916,89480.037,92821.44500000001,109318.857448,128075.058914,139505.109664,152293.228842,139601.611785,137848.12883,165833.135905,160423.618656,162245.130961,187740.331142,249785.53441,315621.887541,382866.215993,442728.467272,536535.8865030001,413159.4464,522668.377091,667762.036419,660547.7389999999,644192.096777,597955.688041,463756.231091,441932.085232,508577.391697,552025.834104
"Asia",7267.77,7174.961,10205.704,14017.337,11477,11330.387,12125.76,13902.481,15281.114,15975.374,16495.277,18502.074,19031.80016,18849.8383,19824.697,21674.3667,24218.495,27382.2384,30348.859,31531.33,35302.16393,40937.14298,46900.16049,58588.22139,69721.15307,99689.99752,188003.13798,180979.0606,221274.49292,255620.887,289412.153,374028.922,509169.714,538006.617,482037.143,460932.266,502115.594,494285.765,516283.247,622386.427,725614.091,800655.898,889450.081735,967020.185063,1080981.769381,1161013.751269,1327285.139798,1560862.739993,1605705.667954,1692936.79726,1561636.594274,1703046.948547,2066950.988527,1881799.597996,2031166.28084,2420733.205849,3039530.64171,3589960.641988,4236186.134559,4929162.01378,5794176.904008,4613805.915852,5954790.008119,7209694.47,7486484.67309,7651017.247696,7710527.73069,6851223.506108,6558401.197099,7284328.048186,8015380.63950392
"  Central Asia","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",7307.27545,7688.53258,8755.799999999999,11719.138,13091.397,12870.807,10562.7,11446.2,15431.1,15173,16256.8,21126.4,29876.8,39123,53313.1,67505.2,96678.95600000001,61614.062,81117.01300000001,113825.59,117412.492,116718.536,111333.6,67731.038,55147.1832,69313.26880000001,85147.4013
"  Southern Asia",2636.739,2579.068,2993.004,3823.313,2566.942,2408.705,2524.576,2945.13,3330.147,3036.326,2882.798,3081.113,3146.654,3371.518,3426.153,3776.464,4310.731,4463.693,4830.718,5174.672,4897.23,5252.692,5870.146,7185.059,6195.223,7618.736,14691.105,14582.89,17034.113,18433.044,18674.263,20804.946,26137.465,25751.176,34828.498,36370.098,32291.247,29158.193,22797.67,30594.26,31946.608,37039.9,47033.2088,47176.7646,52046.2877,52666.356,58298.4143,64979.732,73854.632,72337.882,65815.645,76186.872,93118.512,90205,99160.764,117848.932,147227.296,189229.834,236330.955,279147.314,354972.745,285580.503,378956.452,497279.308,466433.109,472323.70675,486631.19838,404772.677435,404699.243,463232.96283,510784.431
"  Eastern Asia",1222.644,1069.604,2124.154,2999.603,2743.724,2943.869,3322.444,4012.329,4862.189,5772.806,6298.974,7388.315,7521.778,7121.793,7890.743,8796.692999999999,10509.76,12800.9,14592.64,15344.108,18342.541,22306.949,26445.859,32766.305,40827.437,55668.299,78634.27400000001,79915.336,98790.982,117835.261,145280.791,162579.916,208133.3,241293,228466,243843,286755,298577.1,355782.1,424117.9,501174.1,532550.5,568540.7,637694.1,706258,760515.8000000001,863088.4,1007301.3,993257.657,1055080.145,994544.938,1059289.848,1258589.675,1140645.64,1245688.719,1487131.21,1865780.324,2136742.566,2493419.231,2908451.181,3266579.72,2683819.431,3495528.441,4050001.385,4203829.21,4339470.264377,4460762.820664,4231111.506604,4044191.909387,4412068.448883,4744279.45541
"  Western Asia",825.852,1024.46,1344.676,1810.751,2151.268,2431.953,2697.183,2764.576,2854.316,2892.549,3474.53,3590.901,3705.56916,3855.4443,4263.984,4598.0647,4993.913,5454.9024,6032.266,6186.052,6892.18493,7466.00498,8228.04249,11707.08639,14508.44807,22485.35252,70815.20498,64188.8416,77528.09792,85093.353,86033.349,136202.077,202983.84,198343.547,146936.705,107949.231,103709.371,94050.451,70079.613,83428.976,86663.48,107203.59,129728.411184,116562.848824,129905.680736,127814.551168,135000.366056,155453.2284,184769.558,196790.127,159648.738,193845.608,269609.186394,248730.236091,262694.137057,319865.485109,427602.21139,568283.4353979999,683323.994449,808937.39882,1086194.751998,768995.976482,949122.239119,1309105.442,1445095.79309,1452508.993087,1361012.020679,986249.071765,901463.492758,1023924.248129,1227848.85569692
"  South-eastern Asia",2582.535,2501.829,3743.87,5383.67,4015.066,3545.86,3581.557,4180.446,4234.462,4273.693,3838.975,4441.745,4657.799,4501.083,4243.817,4503.145,4404.091,4662.743,4893.235,4826.498,5170.208,5911.497,6356.113,6929.771,8190.045,13917.61,23862.554,22291.993,27921.3,34259.229,39423.75,54441.983,71915.109,72618.894,71805.94,72769.93700000001,79359.976,72500.02099999999,67623.864,84245.291,105829.903,123861.908,144147.761751,165586.471639,185464.525495,212328.511521,262142.159442,321409.341593,340732.423954,355857.83626,331064.573274,362278.420547,430202.515133,387045.721905,407365.860783,474761.17874,569044.01032,656581.8065900001,769798.85411,865120.91996,989750.73101,813795.94337,1050065.863,1239482.745,1253714.069,1269995.747482,1290788.090967,1161359.212304,1152899.368754,1315789.119544,1447320.496097
